node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'us-west1-b', 0, 0, 'FKA.pem', -1, 0,
1, 'us-west1-b', 0, 0, 'FKA.pem', -1, 1,
2, 'us-west1-b', 0, 0, 'FKA.pem', -1, 2,
3, 'us-west1-b', 0, 0, 'FKA.pem', -1, 3,
4, 'us-west1-b', 0, 0, 'FKA.pem', -1, 4,
5, 'us-west1-b', 0, 0, 'FKA.pem', -1, 5,
6, 'us-west1-b', 0, 0, 'FKA.pem', -1, 6,
7, 'us-west1-b', 0, 0, 'FKA.pem', -1, 7,
8, 'us-west1-b', 0, 0, 'FKA.pem', -1, 8,
9, 'us-west1-b', 0, 0, 'FKA.pem', -1, 9,
10, 'us-west1-b', 0, 0, 'FKA.pem', -1, 10,
11, 'us-west1-b', 0, 0, 'FKA.pem', -1, 11,

12, 'us-west1-b', 0, 0, 'FKA.pem', -1, 12,
13, 'us-west1-b', 0, 0, 'FKA.pem', -1, 13,
14, 'us-west1-b', 0, 0, 'FKA.pem', -1, 14,
15, 'us-west1-b', 0, 0, 'FKA.pem', -1, 15,
16, 'us-west1-b', 0, 0, 'FKA.pem', -1, 16,
17, 'us-west1-b', 0, 0, 'FKA.pem', -1, 17,
18, 'us-west1-b', 0, 0, 'FKA.pem', -1, 18,
19, 'us-west1-b', 0, 0, 'FKA.pem', -1, 19,
20, 'us-west1-b', 0, 0, 'FKA.pem', -1, 20,
21, 'us-west1-b', 0, 0, 'FKA.pem', -1, 21,
22, 'us-west1-b', 0, 0, 'FKA.pem', -1, 22,
23, 'us-west1-b', 0, 0, 'FKA.pem', -1, 23,




24, 'us-west1-b', 0, 1, 'FKA.pem', -1, 24,
25, 'us-west1-b', 0, 1, 'FKA.pem', -1, 25,
26, 'us-west1-b', 0, 1, 'FKA.pem', -1, 26,
27, 'us-west1-b', 0, 1, 'FKA.pem', -1, 27,
28, 'us-west1-b', 0, 1, 'FKA.pem', -1, 28,
29, 'us-west1-b', 0, 1, 'FKA.pem', -1, 29,
30, 'us-west1-b', 0, 1, 'FKA.pem', -1, 30,
31, 'us-west1-b', 0, 1, 'FKA.pem', -1, 31,
32, 'us-west1-b', 0, 1,'FKA.pem', -1, 32,
33, 'us-west1-b', 0, 1,'FKA.pem', -1, 33,
34, 'us-west1-b', 0, 1,'FKA.pem', -1, 34,
35, 'us-west1-b', 0, 1,'FKA.pem', -1, 35,

36, 'us-west1-b', 0, 1, 'FKA.pem', -1, 36,
37, 'us-west1-b', 0, 1, 'FKA.pem', -1, 37,
38, 'us-west1-b', 0, 1, 'FKA.pem', -1, 38,
39, 'us-west1-b', 0, 1, 'FKA.pem', -1, 39,
40, 'us-west1-b', 0, 1, 'FKA.pem', -1, 40,
41, 'us-west1-b', 0, 1, 'FKA.pem', -1, 41,
42, 'us-west1-b', 0, 1, 'FKA.pem', -1, 42,
43, 'us-west1-b', 0, 1, 'FKA.pem', -1, 43,
44, 'us-west1-b', 0, 1,'FKA.pem', -1, 44,
45, 'us-west1-b', 0, 1,'FKA.pem', -1, 45,
46, 'us-west1-b', 0, 1,'FKA.pem', -1, 46,
47, 'us-west1-b', 0, 1,'FKA.pem', -1, 47,

48, 'us-west1-b', 1, -1, 'FKA.pem', 0, -1,
49, 'us-west1-b', 1, -1, 'FKA.pem', 4, -1,
50, 'us-west1-b', 1, -1, 'FKA.pem', 8, -1,
51, 'us-west1-b', 1, -1, 'FKA.pem', 12, -1,
52, 'us-west1-b', 1, -1, 'FKA.pem', 16, -1,
53, 'us-west1-b', 1, -1, 'FKA.pem', 20, -1,

54, 'us-west1-b', 1, -1, 'FKA.pem', 1, -1,
55, 'us-west1-b', 1, -1, 'FKA.pem', 5, -1,
56, 'us-west1-b', 1, -1, 'FKA.pem', 9, -1,
57, 'us-west1-b', 1, -1, 'FKA.pem', 13, -1,
58, 'us-west1-b', 1, -1, 'FKA.pem', 17, -1,
59, 'us-west1-b', 1, -1, 'FKA.pem', 21, -1,




60, 'us-west1-b', 0, 2,'FKA.pem', -1, 48,
61, 'us-west1-b', 0, 2,'FKA.pem', -1, 49,
62, 'us-west1-b', 0, 2,'FKA.pem', -1, 50,
63, 'us-west1-b', 0, 2,'FKA.pem', -1, 51,
64, 'us-west1-b', 0, 2,'FKA.pem', -1, 52,
65, 'us-west1-b', 0, 2,'FKA.pem', -1, 53,
66, 'us-west1-b', 0, 2,'FKA.pem', -1, 54,
67, 'us-west1-b', 0, 2,'FKA.pem', -1, 55,
68, 'us-west1-b', 0, 2,'FKA.pem', -1, 56,
69, 'us-west1-b', 0, 2,'FKA.pem', -1, 57,
70, 'us-west1-b', 0, 2,'FKA.pem', -1, 58,
71, 'us-west1-b', 0, 2,'FKA.pem', -1, 59,

72, 'us-west1-b', 0, 2,'FKA.pem', -1, 60,
73, 'us-west1-b', 0, 2,'FKA.pem', -1, 61,
74, 'us-west1-b', 0, 2,'FKA.pem', -1, 62,
75, 'us-west1-b', 0, 2,'FKA.pem', -1, 63,
76, 'us-west1-b', 0, 2,'FKA.pem', -1, 64,
77, 'us-west1-b', 0, 2,'FKA.pem', -1, 65,
78, 'us-west1-b', 0, 2,'FKA.pem', -1, 66,
79, 'us-west1-b', 0, 2,'FKA.pem', -1, 67,
80, 'us-west1-b', 0, 2,'FKA.pem', -1, 68,
81, 'us-west1-b', 0, 2,'FKA.pem', -1, 69,
82, 'us-west1-b', 0, 2,'FKA.pem', -1, 70,
83, 'us-west1-b', 0, 2,'FKA.pem', -1, 71,


84, 'us-west1-b', 1, -1, 'FKA.pem', 2, -1,
85, 'us-west1-b', 1, -1, 'FKA.pem', 6, -1,
86, 'us-west1-b', 1, -1, 'FKA.pem', 10, -1,
87, 'us-west1-b', 1, -1, 'FKA.pem', 14, -1,
88, 'us-west1-b', 1, -1, 'FKA.pem', 18, -1,
89, 'us-west1-b', 1, -1, 'FKA.pem', 22, -1,


90, 'us-west1-b', 0, 3,'FKA.pem', -1, 72,
91, 'us-west1-b', 0, 3,'FKA.pem', -1, 73,
92, 'us-west1-b', 0, 3,'FKA.pem', -1, 74,
93, 'us-west1-b', 0, 3,'FKA.pem', -1, 75,
94, 'us-west1-b', 0, 3,'FKA.pem', -1, 76,
95, 'us-west1-b', 0, 3,'FKA.pem', -1, 77,
96, 'us-west1-b', 0, 3, 'FKA.pem', -1, 78,
97, 'us-west1-b', 0, 3, 'FKA.pem', -1, 79,
98, 'us-west1-b', 0, 3, 'FKA.pem', -1, 80,
99, 'us-west1-b', 0, 3, 'FKA.pem', -1, 81,
100, 'us-west1-b', 0, 3, 'FKA.pem', -1, 82,
101, 'us-west1-b', 0, 3, 'FKA.pem', -1, 83,

102, 'us-west1-b', 0, 3,'FKA.pem', -1, 84,
103, 'us-west1-b', 0, 3,'FKA.pem', -1, 85,
104, 'us-west1-b', 0, 3,'FKA.pem', -1, 86,
105, 'us-west1-b', 0, 3,'FKA.pem', -1, 87,
106, 'us-west1-b', 0, 3,'FKA.pem', -1, 88,
107, 'us-west1-b', 0, 3,'FKA.pem', -1, 89,
108, 'us-west1-b', 0, 3, 'FKA.pem', -1, 90,
109, 'us-west1-b', 0, 3, 'FKA.pem', -1, 91,
110, 'us-west1-b', 0, 3, 'FKA.pem', -1, 92,
111, 'us-west1-b', 0, 3, 'FKA.pem', -1, 93,
112, 'us-west1-b', 0, 3, 'FKA.pem', -1, 94,
113, 'us-west1-b', 0, 3, 'FKA.pem', -1, 95,

114, 'us-west1-b', 1, -1, 'FKA.pem', 3, -1,
115, 'us-west1-b', 1, -1, 'FKA.pem', 7, -1,
116, 'us-west1-b', 1, -1, 'FKA.pem', 11, -1,
117, 'us-west1-b', 1, -1, 'FKA.pem', 15, -1,
118, 'us-west1-b', 1, -1, 'FKA.pem', 19, -1,
119, 'us-west1-b', 1, -1, 'FKA.pem', 23, -1,

